houseHigh,totalPrice,title,region,year,houseType,houseElevator,area,station,types,houseFitment,houseDirection,line,totalHigh,unitPrice,houseArea,distance
低楼层,1300,华景新城华景里 南北对流 安静舒适,华景新城信华花园 ,2014, 4室2厅 , 有电梯,华景新城,,塔楼, 精装 , 南 北 ,,29,68483, 189.83,
低楼层,488,华南碧桂园 舒适大三房 精致装修,华南碧桂园翠宏台 ,2001, 3室2厅 ,未知,华南,,塔楼, 简装, 西北 ,,7,36692, 133,
低楼层,340,业主诚意出售,保利花园镜湖东街 ,2000, 2室2厅 , 无电梯,工业大道中,离广佛线燕岗站,塔楼,其他, 西 ,,6,41591, 81.75,718米
高楼层,320,理想青年荟 复式精装一房 视野开阔景观好,理想青年荟 ,2007, 1室2厅 ,未知,天河公园,,塔楼, 精装, 西 ,,21,77652, 41.21,
低楼层,292,中层精装2房 通风采光好,富力桃园 ,2004, 2室2厅 ,未知,罗冲围,,塔楼,其他, 东北 ,,30,36077, 80.94,
低楼层,450,富力千禧 户型好 通光采光都不错,富力千禧花园 ,2002, 2室1厅 ,未知,新港西,晓港站,塔楼, 简装, 北 ,8号线,26,58571, 76.83,699米
低楼层,292,中层精装2房 通风采光好,富力桃园 ,2004, 2室2厅 ,未知,罗冲围,,塔楼,其他, 东北 ,,30,36077, 80.94,
低楼层,145,石化大院 户型方正 房出阳台朝南,石化生活区 ,1976, 2室1厅 ,未知,区府,文冲站,塔楼, 简装, 南 北 ,5号线,8,25332, 57.24,749米
低楼层,260,中海誉城 精装修三房,中海誉城北苑 ,塔楼  , 3室2厅 ,未知,科学城,, ,其他, 西南 ,,33,27209, 95.56,
低楼层,236,祈福新村 C区 南向带前后花园 出入方便,祈福新村C区 ,1995, 3室2厅 , 无电梯,祈福,,板楼,其他, 南 ,,4,26194, 90.1,
中楼层,167,万丰路 大三房 户型方正,万丰路 ,塔楼  , 3室2厅 ,未知,市桥,, ,其他, 南 ,,7,14141, 118.1,
高楼层,428,第三金碧花园 单边位无遮挡三房 带主套,金碧花园第三金碧 ,2000, 3室1厅 , 有电梯,金碧,,塔楼, 精装 , 东北 ,,26,42377, 101,
中楼层,680,协和新世界 交通便利 环境好 装修保养好,协和新世界 ,2003, 3室2厅 , 有电梯,天河北,华师站,塔楼,其他, 东北 ,3号线,33,70834, 96,742米
低楼层,628.5,祥龙花园 地理位置好 交通方便,祥龙花园 ,1997, 3室2厅 , 有电梯,天河北,北延段林和西站,塔楼, 简装 , 南 ,3号线,30,50000, 125.7,259米
高楼层,1050,龙熹山 欧式三房 高层景观好 通风佳,汇景新城龙熹山 ,2011, 3室2厅 , 有电梯,五山,,塔楼, 精装 , 南 北 ,,30,58382, 179.85,
中楼层,230,凤仪苑 精装修 中间楼层 保养新 通风好,碧桂园凤凰城凤仪苑 ,2002, 3室2厅 , 无电梯,新塘,,塔楼, 简装 , 东 ,,6,25234, 91.15,
高楼层,568,光大花园榕上居 配套完善,光大花园榕上居 ,2006, 3室2厅 , 有电梯,工业大道北,沙园站,塔楼,其他, 东南 ,8号线,33,54616, 104,676米
低楼层,860,证过两年业主诚心出售 环境安静生活便利,明月东山 ,塔楼  , 3室2厅 ,未知,五羊新城,, , 精装, 北 ,,8,65649, 131,
中楼层,280,翡翠绿洲 育才阳光 精致3房,翡翠绿洲育才阳光苑 ,2011, 3室2厅 , 有电梯,新塘,,塔楼,其他, 西 ,,17,22400, 125,
中楼层,268,"富力花园,户型方正,中楼层,采光通风不错",富力花园B栋 ,1999, 3室2厅 , 无电梯,东圃,,塔楼, 精装 , 南 北 ,,6,31386, 85.39,
低楼层,170,大两房 采光好 业主诚意出售,美林轩逸时光 ,2010, 2室1厅 ,未知,新区,,塔楼,其他, 北 ,,15,20069, 84.71,
高楼层,468,时代玫瑰园 满五年 温馨三房 望花园,时代玫瑰园 ,2008, 3室2厅 , 有电梯,白云大道北,黄边站,塔楼, 精装 , 西 ,2号线,18,39538, 118.37,107米
低楼层,310,金麓山庄 户型实用 低楼层,金麓山庄 ,2005, 3室1厅 , 有电梯,麓景,,塔楼, 精装 , 南 北 ,,9,44267, 70.03,
中楼层,185,荔湾路 低层 实用三房 带30方平台,荔湾路 ,塔楼  , 3室1厅 , 无电梯,陈家祠,陈家祠站, , 简装 , 南 北 ,1号线,9,34972, 52.9,582米
高楼层,190,江南西 精装两房 证过5年 有匙即睇,江南西路 ,塔楼  , 2室2厅 , 无电梯,江南西,江南西站, , 简装 , 南 北 ,2号线,7,31667, 60,480米
低楼层,180,花园小区 实用两房,新港东路 ,板楼  , 2室1厅 ,未知,琶洲,, ,其他, 南 北 ,,3,27154, 66.29,
低楼层,400,金燕花园 电梯南向三房 户型方正实用,金燕花园燕景楼 ,塔楼  , 3室2厅 ,未知,粤垦,燕塘站, ,其他, 南 ,6号线,10,45076, 88.74,789米
中楼层,200,翡翠绿洲 森林半岛 精装两居室,翡翠绿洲森林半岛 ,2011, 2室2厅 , 有电梯,新塘,,塔楼,其他, 东 ,,25,21592, 92.63,
高楼层,280,汇东国际南向毛坯大三房高楼层视野开阔,汇东国际花园 ,2011, 3室2厅 , 有电梯,新塘,,塔楼,其他, 南 ,,28,22765, 123,
中楼层,580,一德花园 望江五房 全新装修 旧部前**,一德花园 ,1996, 5室2厅 , 有电梯,解放南,江南西站,塔楼, 简装 , 西南 ,2号线,25,36303, 159.77,0米
中楼层,260,滨江东临江大院 南北通透大两房 中楼层,下渡大街47号大院 ,1992, 2室2厅 , 无电梯,滨江东,,塔楼, 简装 , 南 北 ,,9,38236, 68,
高楼层,1350,君华天汇 精装江景五房 一梯一户,君华江畔豪园 ,2012, 5室2厅 , 有电梯,滨江西,,塔楼, 精装 , 南 北 ,,29,61927, 218,
低楼层,260,凤凰城 凤天苑 南向三房 望别墅,碧桂园凤凰城凤天苑 ,2002, 3室2厅 , 有电梯,新塘,,塔楼, 精装 , 南 ,,24,24650, 105.48,
低楼层,250,东方名都 带车位 3房精装修,东方名都 ,2013, 3室2厅 ,未知,新塘,,塔楼, 简装, 西北 ,,29,26042, 96,
中楼层,270,怡园小区 中间楼层 温馨两房,怡园小区 ,1992, 2室1厅 ,未知,区府,大沙地站,塔楼, 精装, 南 ,5号线,8,32232, 83.77,613米
低楼层,180,西华路司马街 方正两房一厅 门前花园,西华路司马街 ,1994, 2室1厅 , 无电梯,西华路,西门口站,塔楼, 简装 , 南 ,1号线,9,33645, 53.5,827米
高楼层,285,流溪半岛 精致大三房 采光通风好,流溪半岛 ,塔楼  , 3室2厅 ,未知,人和,, , 精装, 南 ,,14,23256, 122.55,
中楼层,638,岭南新世界方正实用正四房 送入户花园,岭南新世界2D区双城故事 ,2008, 4室2厅 ,未知,白云大道北,,塔楼,其他, 西南 ,,17,47464, 134.42,
低楼层,750,朗晴居 实用五房 一线望江景 户型方正,朗晴居二期 ,2000, 5室2厅 , 有电梯,滨江中,,塔楼, 精装 , 东北 ,,33,42462, 176.63,
中楼层,260,雅居乐锦官城 格局方正 精致三房,雅居乐锦官城雍容南台 ,2011, 3室2厅 , 有电梯,沙湾,,塔楼,其他, 北 ,,15,26429, 98.38,
中楼层,480,金富苑 三房北向 安静舒适,金富苑 ,1999, 3室2厅 , 无电梯,天润路,华师站,塔楼,其他, 北 ,3号线,9,50225, 95.57,542米
高楼层,435.6,德政北路 交通便利 高层四房 采光好,德政北路雅荷塘 ,1990, 4室2厅 , 无电梯,农讲所,农讲所站,塔楼, 精装 , 东南 ,1号线,9,33000, 132,301米
低楼层,2500,方圆月岛 复式六房带车位 保养新,方圆月岛 ,2009, 6室2厅 , 有电梯,珠江新城中,猎德站,塔楼, 精装 , 东 ,5号线,46,70622, 354,277米
低楼层,535,嘉仕花园 精装三房带主套 方正厅出阳台,嘉仕花园 ,2000, 3室2厅 , 有电梯,滨江东,,塔楼, 精装 , 西北 ,,16,50000, 107,
高楼层,770,实用温馨单位 配套完善,光大花园榕岸 ,2006, 3室2厅 , 有电梯,工业大道北,沙园站,塔楼, 精装 , 北 ,8号线,33,63115, 122,1151米
低楼层,780,东方新世界熹园 东北向3房 带主套,东方新世界熹园 ,2011, 3室2厅 , 有电梯,天河公园,,塔楼, 精装 , 东北 ,,30,80413, 97,
中楼层,650,华建小区 方正4房 实用率达87.5%,华建小区 ,2001, 4室2厅 , 有电梯,天河公园,,塔楼, 精装 , 南 北 ,,18,54770, 118.68,
高楼层,460,天隆花苑 住家装修三房 全新装修,天隆花苑 ,2000, 3室1厅 , 有电梯,天润路,,塔楼,其他, 北 ,,25,47423, 97,
中楼层,460,华南碧桂园 翠云山 户型方正 大4房,华南碧桂园翠云山 ,2001, 4室2厅 , 有电梯,华南,,塔楼,其他, 北 ,,11,30066, 153,
高楼层,240,棠德花园 户型方正 复式三房 光线好,棠德花园B区 ,1997, 3室2厅 , 无电梯,棠下,,塔楼,其他, 北 ,,9,24008, 99.97,
低楼层,770,帝景苑 四房两厅 安静舒适,帝景苑 ,2000, 4室2厅 ,未知,龙口西,华师站,塔楼, 简装, 西北 ,3号线,34,58874, 130.79,936米
高楼层,540,顺景雅苑 地铁沿线园林小区 少有南向放卖,顺景雅苑顺意居 ,2000, 4室2厅 , 有电梯,新港西,中大站,塔楼,其他, 南 ,8号线,13,43402, 124.42,617米
中楼层,520,华南碧桂园 翠山蓝天精致三房 带入户花园,华南碧桂园翠山蓝天苑 ,2001, 3室2厅 ,未知,华南,,塔楼, 精装, 西南 ,,8,40311, 129,
高楼层,498,铂林国际 复式2房 户型实用 采光好,铂林国际公寓 ,2005, 2室2厅 ,未知,珠江新城西,五羊邨站,塔楼, 精装, 西北 ,5号线,22,81680, 60.97,248米
低楼层,565,恒荔湾畔 望江大三房 交通方便,恒荔湾畔 ,2008, 3室2厅 , 有电梯,芳村大道,芳村站,塔楼, 精装 , 东北 ,1号线,31,47628, 118.63,374米
高楼层,285,绿佳花园 电梯高层 方正两房 配套齐全,绿佳花园侨光苑 ,1998, 2室2厅 , 无电梯,东莞庄,燕塘站,塔楼, 简装 , 西 ,6号线,9,34338, 83,954米
中楼层,215,江南嘉居 中层五楼 可改三房 商议装电梯,江南嘉居 ,1995, 2室2厅 ,未知,宝岗,沙园站,塔楼, 简装, 南 北 ,8号线,9,31088, 69.16,930米
低楼层,315,远景路 美景苑 南向精装三房 采光好,美景苑怡景阁 ,2008, 3室1厅 , 有电梯,机场路,,塔楼,其他, 南 ,,9,35796, 88,
中楼层,182,祈福水城 精装修2房,祈福水城 ,2008, 2室2厅 , 有电梯,沙湾,,塔楼,其他, 北 ,,11,23948, 76,
中楼层,430,美林海岸花园 中层两房 景观好 方正实用,美林海岸花园逸江湾 ,2004, 2室1厅 , 有电梯,员村,科韵路站,塔楼, 简装 , 西北 ,5号线,18,62319, 69,893米
低楼层,300,珠江新城 华江花园 安静向花园 拎包即住,华江花园 ,2003, 1室1厅 , 有电梯,天河公园,,塔楼, 精装 , 东北 ,,9,55556, 54,
低楼层,290,凤锦苑　精致三房　望凤凰山景,碧桂园凤凰城凤锦苑 ,2002, 3室2厅 ,未知,新塘,,塔楼,其他, 东北 ,,26,23814, 121.78,
低楼层,160,力诚凯怡湾精装北向大两房满两年装修保养好,力诚凯怡湾 ,2013, 2室2厅 ,未知,新塘,,塔楼,其他, 北 ,,31,20341, 78.66,
高楼层,460,广工五山教师村 电梯南向 高层视野好,广东工业大学五山教师村 ,2001, 3室2厅 ,未知,东莞庄,,塔楼,其他, 南 ,,16,55349, 83.11,
高楼层,325,富力天朗明居 精装方正两房 高层望广州塔,富力天朗明居N区 ,2001, 2室2厅 ,未知,棠下,车陂站,塔楼, 精装, 西 ,4号线,20,46429, 70,1146米
中楼层,330,银汇华庭 温馨舒适一房一厅,银汇华庭银汇大厦 ,2009, 1室1厅 ,未知,天润路,华师站,塔楼, 精装, 东北 ,3号线,32,85715, 38.5,460米
高楼层,225,龙光风景华庭 高层两房，采光通风好,龙光峰景华庭 ,塔楼  , 2室2厅 , 有电梯,科学城,, ,其他, 南 ,,18,29221, 77,
高楼层,230,凤凰城凤馨苑 南向精致两房 成熟小区,碧桂园凤凰城凤馨苑 ,2002, 2室2厅 , 有电梯,新塘,,塔楼,其他, 南 ,,11,25184, 91.33,
中楼层,330,银汇华庭 温馨舒适一房一厅,银汇华庭银汇大厦 ,2009, 1室1厅 ,未知,天润路,华师站,塔楼, 精装, 东北 ,3号线,32,85715, 38.5,460米
中楼层,327,南华花园 实用两房两厅 格局通风好,南华花园 ,1998, 2室1厅 , 有电梯,新港西,中大站,塔楼,其他, 南 ,8号线,23,39879, 82,968米
低楼层,150,云苑新村 低层两房 交通便利 采光好,广园云苑新村云苑三街 ,1999, 2室1厅 , 无电梯,广园路,,塔楼,其他, 北 ,,9,26316, 57,
中楼层,37.8,春鸿居 中层 采光通风好,春鸿居 ,1997, 1室0厅 , 无电梯,白云大道北,,塔楼,其他, 北 ,,9,18001, 20.96,
中楼层,390,美林海岸花园两房 东南靓向 格局方正,美林海岸花园云河轩 ,2004, 2室2厅 ,未知,员村,科韵路站,塔楼,其他, 东南 ,5号线,12,54930, 71,1195米
中楼层,114.1,春鸿居 中层 南向 格局方正 采光好,春鸿居 ,1997, 2室1厅 , 无电梯,白云大道北,,塔楼,其他, 南 ,,9,18001, 63.36,
中楼层,300,有物业管理 通风透气采光好 格局方正,晓南二街海运局宿舍 ,塔楼  , 2室1厅 ,未知,新港西,中大站, ,其他, 西 ,8号线,23,37661, 79.66,761米
高楼层,88,广和苑 实用二房一厅,广和苑 ,1996, 2室1厅 ,未知,东塱,,塔楼, 简装, 东南 ,,9,20240, 43.48,
中楼层,266,鸿城花园 三房出售 户型方正,鸿城花园 ,2000, 3室2厅 , 有电梯,市桥,市桥站,塔楼, 简装 , 南 ,3号线,28,27451, 96.9,645米
高楼层,440,翡翠绿洲 高层复式单位 改过了实用五层,翡翠绿洲森林半岛 ,2011, 6室2厅 , 有电梯,新塘,,塔楼,其他, 南 北 ,,14,21257, 207,
高楼层,360,华乐路   3房1厅,华乐路 ,塔楼  , 3室1厅 , 无电梯,建设路,淘金站, ,其他, 南 ,5号线,9,41261, 87.25,267米
低楼层,450,春江花园 实用三房 带平台 户型方正,春江花园 ,2000, 3室2厅 , 有电梯,棠下,黄村站,塔楼, 精装 , 东 ,4号线,18,47369, 95,0米
高楼层,800,星汇园 温馨两房 环境舒适 交通好,星汇园A区 ,2002, 2室2厅 , 有电梯,珠江新城西,珠江新城站,塔楼, 简装 , 西南 ,3号线,32,85107, 94,500米
中楼层,135,桥东小区 交通便利 通风采光好,桥东小区紫香街 ,1995, 2室1厅 , 无电梯,滘口,滘口站,塔楼, 简装 , 东南 ,5号线,9,27273, 49.5,1002米
中楼层,170,云苑新村 温馨两房 采光通透修,广园云苑新村云苑直街 ,1999, 2室1厅 , 无电梯,广园路,,塔楼, 精装 , 南 ,,9,28334, 60,
低楼层,460,绿茵庭园 电梯花园,绿茵庭园 ,2001, 4室2厅 , 有电梯,市桥,市桥站,塔楼, 简装 , 南 北 ,3号线,16,26901, 171,151米
高楼层,280,祈福新村 翠湖居 南北对流格局明亮,祈福新村翠湖居 ,1995, 3室2厅 , 无电梯,祈福,,板楼, 简装 , 北 ,,6,26667, 105,
高楼层,435,华景小六期 精装三房 安居之选,华景新城逸晖居 ,1998, 3室2厅 , 有电梯,华景新城,,塔楼, 简装 , 西北 ,,31,49404, 88.05,
低楼层,320,华师大学宿舍 两房 位置安静 南北对流,华师大学宿舍西区 ,塔楼  , 2室1厅 ,未知,五山,, ,其他, 南 北 ,,6,54238, 59,
高楼层,375,格局实用 光线好 交通方便,中旅侨苑 ,2001, 3室2厅 , 有电梯,昌岗,宝岗大道站,塔楼,其他, 东北 ,8号线,15,45732, 82,373米
中楼层,235,丽江花园 温馨三房 生态小区,丽江花园丽茵楼 ,1993, 3室1厅 ,未知,南浦,南浦站,塔楼,其他, 东北 ,2号线,9,26705, 88,1101米
中楼层,360,金碧花园 精装小三房 方正户型,金碧花园第一金碧 ,2000, 3室2厅 , 有电梯,金碧,东晓南站,塔楼, 精装 , 东南 ,2号线,22,42463, 84.78,974米
低楼层,158,滨江中路 配套完善,滨江中路 ,塔楼  , 2室1厅 ,未知,滨江中,海珠广场站, , 简装, 南 ,2号线,7,32917, 48,587米
低楼层,130,棠德花园 低楼层 新装修 一居室,棠德花园E区 ,1997, 1室1厅 , 无电梯,棠下,,塔楼,其他, 东 ,,10,29546, 44,
中楼层,263,光塔路 西门口 中层单位 大阳台,光塔路 ,1990, 3室1厅 , 无电梯,西门口,公园前站,塔楼,其他, 西南 ,1号线,8,31687, 83,859米
高楼层,230,地铁大两房 通风采光好,白云商业中心 ,1996, 2室2厅 ,未知,机场路,飞翔公园站,塔楼,其他, 西 ,2号线,9,32727, 70.28,813米
低楼层,175,丽江花园丽彦楼 2室1厅 175万,丽江花园丽彦楼 ,1995, 2室1厅 , 有电梯,南浦,,塔楼, 简装 , 东北 ,,9,27344, 64,
低楼层,70,石岗路 大院管理 环境安静 交通便利,石岗路 ,板楼  , 1室1厅 , 无电梯,工业大道南,, , 简装 , 北 ,,3,14977, 46.74,
中楼层,170,第三金碧 温馨一房 家私电齐 南北对流,金碧花园第三金碧 ,2000, 1室1厅 , 有电梯,金碧,,塔楼, 简装 , 南 北 ,,32,47513, 35.78,
中楼层,85,骏兴楼 中高楼层 两房,骏兴楼 ,塔楼  , 2室1厅 , 无电梯,市桥,, ,其他, 南 ,,7,20732, 41,
低楼层,132,双子星城 南向复式一房 南北对流,双子星城星辉轩 ,2005, 1室1厅 , 有电梯,新港西,中大站,塔楼, 简装 , 南 ,8号线,15,47143, 28,822米
中楼层,275,实用舒适单位 配套完善,电子七所大院 ,1996, 2室1厅 , 有电梯,赤岗,客村站,塔楼, 简装 , 东 西 ,3号线,20,60294, 45.61,486米
低楼层,235,富力半岛 宜居两房,富力半岛花园 ,2002, 2室1厅 , 有电梯,罗冲围,西场站,塔楼,其他, 西南 ,5号线,27,35715, 65.8,0米
中楼层,145,华侨城 电梯中层两房单位,华侨城 ,1994, 2室2厅 , 无电梯,市桥,,塔楼, 简装 , 南 ,,8,21970, 66,
中楼层,350,江丽苑 温馨实用两房 户型方正,江丽苑 ,1996, 2室1厅 , 无电梯,滨江东,鹭江站,塔楼,其他, 南 ,8号线,9,46053, 76,961米
低楼层,195,棠德花园  南向精装两房 随时可以看房,棠德花园A区 ,1997, 2室1厅 , 无电梯,棠下,,塔楼,其他, 南 ,,9,34822, 56,
低楼层,300,翡翠绿洲 湖滨苑 精装大三房,翡翠绿洲湖滨苑 ,2011, 3室2厅 , 有电梯,新塘,,塔楼,其他, 北 ,,11,23276, 128.89,
高楼层,165,富景花园 一房一厅 配套完善,富景花园 ,2003, 1室1厅 , 有电梯,新港西,中大站,塔楼, 简装 , 南 北 ,8号线,32,45834, 36,256米
高楼层,125,祈福新村D区 温馨2房 舒适入住,祈福新村D区 ,1995, 2室1厅 , 无电梯,祈福,,板楼,其他, 南 ,,4,24415, 51.2,
中楼层,200,小北 金麓山庄 户型方正 安静怡人,金麓山庄 ,2005, 2室1厅 ,未知,麓景,,塔楼,其他, 南 ,,9,44445, 45,
高楼层,350,芳村花园 电梯两房 方正实用 配套成熟,芳村花园 ,1999, 2室2厅 , 有电梯,龙溪,坑口站,塔楼, 精装 , 西南 ,1号线,28,36459, 96,1086米
低楼层,210,锦绣趣园大两房送200方露台，已改四房,锦绣生态园趣园 ,2001, 2室1厅 ,未知,钟村,,塔楼, 简装, 东南 ,,6,25610, 82,
中楼层,160,周门小区 中层精致小2房,周门小区周门西街 ,1998, 2室1厅 , 无电梯,荔湾路,中山八站,塔楼,其他, 东 ,5号线,9,36364, 44,587米
中楼层,150,春庭花园 中层 两房出售,春庭花园A栋春愉阁 ,1999, 2室1厅 , 无电梯,白云大道北,北延段白云大道北站,塔楼, 简装 , 西 ,3号线,9,24194, 62,1026米
中楼层,155,芳村大道西 低层两房 精装修 实用2房,芳村大道西 ,1988, 2室1厅 , 无电梯,滘口,滘口站,塔楼,其他, 南 ,5号线,9,28972, 53.5,752米
高楼层,458,丽园雅庭，正规两房，交通便利,丽园雅庭 ,2007, 2室1厅 , 有电梯,赤岗,客村站,塔楼, 简装 , 西 ,3号线,16,59987, 76.35,916米
低楼层,260,富力桃园 低层两房,富力桃园 ,2004, 2室1厅 ,未知,罗冲围,,塔楼,其他, 东北 ,,16,35098, 74.08,
中楼层,320,芳村花园 东南向大两房 交通方便,芳村花园 ,1999, 2室2厅 , 有电梯,龙溪,坑口站,塔楼, 简装 , 东南 ,1号线,32,33334, 96,1015米
中楼层,90,百丰楼 实用两房 中楼层，格局方正,富丽家园百丰楼 ,1995, 2室1厅 , 无电梯,大石,大石站,塔楼,其他, 北 ,3号线,8,18948, 47.5,1142米
低楼层,135,泽德花园 低层 南向,泽德花园 ,1998, 2室1厅 , 无电梯,同德围,,塔楼,其他, 南 ,,9,24546, 55,
中楼层,158,祈福湖景居实用两房 近人工湖 格局方正,祈福新村湖景居 ,1995, 2室2厅 ,未知,祈福,,板楼,其他, 北 ,,4,25733, 61.4,
低楼层,240,康乐园 实用两房 生活便利 环境优美,康乐园 ,1994, 2室2厅 , 无电梯,市桥,市桥站,塔楼,其他, 南 ,3号线,7,24616, 97.5,736米
中楼层,129,三元里大道 晓翠苑 低层一房 可改两房,晓翠苑闲情居 ,1999, 1室1厅 , 无电梯,机场路,,塔楼,其他, 东 ,,8,25956, 49.7,
